Acquisitions ID,Acquired Company,Acquiring Company,Year of acquisition announcement,Deal announced on,Price,Status,Terms,Acquisition Profile,News,News Link
Yahoo! acquired AdInterax in 2006,AdInterax,Yahoo,2006,1/10/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/a39956db63a13f4d823bca7eb4164d2b,Yahoo Acquires AdInterax Rich Media Advertising Company,http://searchenginewatch.com/article/2057546/Yahoo-Acquires-AdInterax-Rich-Media-Advertising-Company
Yahoo! acquired Admovate in 2013,Admovate,Yahoo,2013,17/07/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/34421f88a038da5707c98c96dbbaf8c3,Yahoo Acquires Neophyte Startup AdMovate To Improve Mobile Ads | TechCrunch,http://techcrunch.com/2013/07/17/yahoo-acquires-admovate/
Yahoo! acquired AlltheWeb in 2003,AlltheWeb,Yahoo,2003,2/02/2003,"$100,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/2c3fcc229108bf3f8d73d9e30b552944,,
Yahoo! acquired Arthas in 2000,Arthas,Yahoo,2000,1/08/2000,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/d879bd60fee513ce369da96728f33917,,
Yahoo! acquired Associated Content in 2010,Associated Content,Yahoo,2010,18/05/2010,"$90,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/da819d1cec7fea839e7c253df9c304ce,What Is Yahoo Thinking? Buying Associated Content Opens Up A Whole Can Of Worms | TechCrunch,http://techcrunch.com/2010/05/18/yahoo-associated-content/
Yahoo! acquired Astrid in 2013,Astrid,Yahoo,2013,1/05/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/55935b0a965a3023b2e9c8424953c287,Yahoo Acquires 4M-User ‘To Do’ App Astrid Is Now In A Holding Pattern For 90 Days | TechCrunch,http://techcrunch.com/2013/05/01/yahoo-acquires-to-do-app-astrid/
Yahoo! acquired Aviate in 2014,Aviate,Yahoo,2014,10/01/2014,"$80,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/0a53304a1a643731cff3fd799a7d11eb,Sources: Yahoo Bought Aviate For $80M | TechCrunch,http://techcrunch.com/2014/01/09/aviate-80-million/
Yahoo! acquired Bignoggins Productions in 2013,Bignoggins Productions,Yahoo,2013,2/07/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/a474e3925a55888a091ba6c7e2aaba57,Yahoo Acquires Bignoggins A One-Man Fantasy Sports App Maker | TechCrunch,http://techcrunch.com/2013/07/01/yahoo-acquires-bignoggins-a-one-man-fantasy-sports-app-maker/
Yahoo! acquired Bix in 2006,Bix,Yahoo,2006,16/11/2006,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/30d3c49a6c43f93b9589501019d75899,Yahoo! Acquires Contest Site Bix | TechCrunch,http://techcrunch.com/2006/11/16/yahoo-acquires-contest-site-bix/
Yahoo! acquired Blink in 2014,Blink,Yahoo,2014,14/05/2014,Undisclosed amount,Complete,Undisclosed,http://www.crunchbase.com/acquisition/cb4513aeecc3e96a0028cf0734c54011,"Yahoo Acquires Self-Destructing Messaging App Blink Which Will Soon Disappear | TechCrunch, Yahoo buys messaging app Blink","http://techcrunch.com/2014/05/13/yahoo-acquires-self-destructing-messaging-app-blink-which-will-soon-disappear/, http://www.bbc.com/news/business-27403813#?utm_source=twitterfeed&utm_medium=twitter"
Yahoo! acquired BlueLithium in 2007,BlueLithium,Yahoo,2007,4/09/2007,"$300,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/959c1f3c620b63b3758d334935dbef13,Yahoo! acquired BlueLithium,http://zpwjnbkofczw.com/
Yahoo! acquired Bread in 2013,Bread,Yahoo,2013,13/10/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/9754c9e8769e8450c7660bf352f15e5f,Yahoo Acquires Bread Will Shut Down The URL Shortener That Earned You Money | TechCrunch,http://techcrunch.com/2013/10/11/yahoo-acquires-bread/
Yahoo! acquired Broadcast.com in 1999,Broadcast.com,Yahoo,1999,1/11/1999,"$5,700,000,000",Undisclosed,Stock,http://www.crunchbase.com/acquisition/269e9a77574d7c07858d0b280390e0cd,Yahoo! to Announce AcquisitionOf Broadcast.com for $5.7 Billion,http://online.wsj.com/news/articles/SB922916873273123235
Yahoo! acquired BuzzTracker in 2007,BuzzTracker,Yahoo,2007,14/09/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/1ce6d6c71bad3cffc71e0ea9ded18db9,Yahoo Acquires BuzzTracker,http://mashable.com/2007/09/14/buzztracker/
Yahoo! acquired Cadê in 2002,Cadê,Yahoo,2002,1/01/2002,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/2ce52c4b65d102bb471647e35db0e30e,,
Yahoo! acquired Citizen Sports in 2010,Citizen Sports,Yahoo,2010,17/03/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/fcb9719b3c6b1c1a12623ce5aeebb415,Yahoo! acquired Citizen Sports,http://paidcontent.org/article/419-yahoo-buys-social-sports-startup-citizen-sports/
Yahoo! acquired ClarityRay in 2014,ClarityRay,Yahoo,2014,15/08/2014,Undisclosed amount,Complete,Undisclosed,http://www.crunchbase.com/acquisition/fb944b509c91f9be835b73ae2077f0b5,Yahoo Acquires Ad Startup ClarityRay | TechCrunch,http://techcrunch.com/2014/08/15/yahoo-acquires-clarityray/
Yahoo! acquired ClassicGames.com in 1998,ClassicGames.com,Yahoo,1998,1/03/1998,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/0c3da5b34ccd1f0c1d5b748b2b811538,The Current State of Yahoo! And Where Yahoo!’s Acquisitions Since 1997 Are Now,http://pulse2.com/2006/11/28/the-current-state-of-yahoo-and-where-yahoos-acquisitions-since-1997-are-now/
Yahoo! acquired Cloud Party in 2014,Cloud Party,Yahoo,2014,24/01/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/17b4c5f3e6c3d45ac82510baabb1220d,Yahoo Acquires Virtual World Gaming Startup Cloud Party Will Shut It Down | TechCrunch,http://techcrunch.com/2014/01/24/yahoo-acquires-will-shut-down-browser-based-virtual-world-gaming-startup-cloud-party/
Yahoo! acquired Dapper in 2010,Dapper,Yahoo,2010,5/10/2010,"$55,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/e09d2619a4f981a6bd6d63c41970c576,Yahoo to Buy Dapper Dynamic Display Ad Platform,http://www.clickz.com/clickz/news/1740642/yahoo-dapper-dynamic-display-platform
Yahoo! acquired delicious in 2005,delicious,Yahoo,2005,1/12/2005,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/87025dd519cfddbb6abe536c4394c14e,Yahoo.icio.us? – Yahoo Acquires Del.icio.us | TechCrunch,http://techcrunch.com/2005/12/09/yahoo-acquires-delicious/
Yahoo! acquired Dialpad in 2005,Dialpad,Yahoo,2005,1/06/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/3215b8e59a441528bd1ae10e4f7c0d5c,,
Yahoo! acquired Distill in 2014,Distill,Yahoo,2014,13/02/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/6ca0a98f6aa97b658bc589e8b948c022,Yahoo Acquires Technical Recruiting Startup Distill | TechCrunch,http://techcrunch.com/2014/02/13/yahoo-distill/
Yahoo! acquired eGroups in 2000,eGroups,Yahoo,2000,28/06/2000,"$432,000,000",Undisclosed,Stock,http://www.crunchbase.com/acquisition/8aed5bce79bb3608baed903672f203d8,Yahoo buys email list service eGroups in stock deal - CNET News,http://news.cnet.com/2100-1023-242517.html
Yahoo! acquired Encompass in 1999,Encompass,Yahoo,1999,1/06/1999,"$130,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/73a8c5b9855ddbe5508a19113d568b9c,,
Yahoo! acquired EvntLive in 2013,EvntLive,Yahoo,2013,6/12/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/310e8067006d9e604e952db8ad043546,Yahoo buys streaming concert startup Evntlive - Silicon Valley Business Journal,http://www.bizjournals.com/sanjose/news/2013/12/06/yahoo-buys-streaming-concert-startup.html?ana=RSS&s=article_search&utm_source=twitterfeed&utm_medium=twitter&utm_campaign=Feed%3A+bizj_sanjose+%28Silicon+Valley+%2F+San+Jose+Business+Journal%29
Yahoo! acquired Flickr in 2005,Flickr,Yahoo,2005,1/03/2005,Undisclosed amount,Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/fea79cad888375f96c5f5b52d0ad5241,Yahoo buys photo-sharing site Flickr - CNET News,"http://news.cnet.com/Yahoo-buys-photo-sharing-site-Flickr/2100-1038_3-5627640.html?tag=mncol,txt"
Yahoo! acquired Flurry in 2014,Flurry,Yahoo,2014,21/07/2014,"$200,000,000",Complete,Undisclosed,http://www.crunchbase.com/acquisition/bc1a199a8c6a1b31f661c7e7bcba9cbe,Yahoo Buys Mobile Analytics Firm Flurry For North Of $200M | TechCrunch,http://techcrunch.com/2014/07/21/yahoo-is-buying-mobile-analytics-firm-flurry-for-north-of-200m/
Yahoo! acquired Four11 in 1997,Four11,Yahoo,1997,1/10/1997,"$92,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/6cb2b87bd0952cd5d1a85dd4c41e9729,The Current State of Yahoo! And Where Yahoo!’s Acquisitions Since 1997 Are Now,http://pulse2.com/2006/11/28/the-current-state-of-yahoo-and-where-yahoos-acquisitions-since-1997-are-now/
Yahoo! acquired FoxyTunes in 2008,FoxyTunes,Yahoo,2008,4/02/2008,"$40,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/6f3badae34201fd96be373ba91efdd9b,Breaking: In The Middle of The Storm Yahoo! Acquires Israeli FoxyTunes | TechCrunch,http://techcrunch.com/2008/02/04/yahoo-acquires-israeli-foxytunes/
Yahoo! acquired GeoCities in 1999,GeoCities,Yahoo,1999,28/01/1999,"$2,900,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/d0ffbd2999f225603253300165543f1b,Yahoo completes GeoCities acquisition - CNET News,http://news.cnet.com/Yahoo-completes-GeoCities-acquisition/2100-1023_3-226485.html
Yahoo! acquired GhostBird Software in 2013,GhostBird Software,Yahoo,2013,12/06/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/29f584c41b7467ac8995182c15875815,Yahoo Acquires Advanced iOS Photography App Maker GhostBird Software | TechCrunch,http://techcrunch.com/2013/06/12/yahoo-acquires-advanced-ios-photography-app-maker-ghostbird-software/
Yahoo! acquired GoPollGo in 2013,GoPollGo,Yahoo,2013,9/05/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/a3586ca67c227026e7b6a318d38816b1,"Yahoo Acquires Mobile Social Polling Tool GoPollGo, Shuts Down Services | TechCrunch",http://techcrunch.com/2013/05/09/yahoo-acquires-gopollgo-a-maker-of-analytics-and-social-feedback-site-shuts-down/
Yahoo! acquired Hitpost in 2013,Hitpost,Yahoo,2013,1/10/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/6f302f20c29e2e6f388d0a015a73ee3d,Yahoo To Acquire Sports-Centric Mobile Developer Hitpost | TechCrunch,http://techcrunch.com/2013/10/01/yahoo-hitpost/
Yahoo! acquired Hotjobs in 2002,Hotjobs,Yahoo,2002,11/01/2002,"$436,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/8bcbc4768e8f954bd658035275c3f5ce,Yahoo! wants! HotJobs!,http://www.theregister.co.uk/2001/12/13/yahoo_wants_hotjobs/
Yahoo! acquired HyperParallel in 1999,HyperParallel,Yahoo,1999,1/02/1999,"$8,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/d334169817da9c53edc2cc3ce0e40940,,
Yahoo! acquired Incredible Labs in 2014,Incredible Labs,Yahoo,2014,30/01/2014,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/541f281dc79bf3124afb0e0afdabf2e7,Incredible Labs Acquired By Yahoo Mobile Assistant App Donna To Be Shut Down | TechCrunch,http://techcrunch.com/2014/01/30/incredible-labs-donna-yahoo/
Yahoo! acquired Indextools in 2008,Indextools,Yahoo,2008,9/04/2008,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/679f69b1edc8d201d77aa33400e9c8b9,Yahoo! acquires web analytics company IndexTools - Visual Revenue,http://visualrevenue.com/blog/2008/04/yahoo-acquires-web-analytics-company.html
Yahoo! acquired Inktomi in 2003,Inktomi,Yahoo,2003,1/03/2003,"$235,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/162528006c0a38fb7c7768d090fe0a6d,,
Yahoo! acquired Inquisitor in 2008,Inquisitor,Yahoo,2008,9/05/2008,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/b21d2c4004fa96b9ef9ec4ad698b8535,Yahoo! acquired Inquisitor,http://www.ysearchblog.com/archives/000581.html
Yahoo! acquired interclick in 2011,interclick,Yahoo,2011,1/11/2011,"$270,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/83fe1de15de4371e21009467cd5ac53a,Yahoo To Buy Data-Driven Advertising Network Interclick For $270 Million | TechCrunch,http://techcrunch.com/2011/11/01/yahoo-buys-data-driven-ad-company-interclick-for-270-million/
Yahoo! acquired IntoNow in 2011,IntoNow,Yahoo,2011,25/04/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/3793fa3d84feca5c1c1be07ae3c3b686,Yahoo Moves Fast — Real Fast — To Scoop Up IntoNow For $20 – $30 Million | TechCrunch,http://techcrunch.com/2011/04/25/yahoo-intonow/
Yahoo! acquired IQ Engines in 2013,IQ Engines,Yahoo,2013,23/08/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7e19ac4824fb2d874d82661df311c05d,Yahoo Acquires Image-Recognition Startup IQ Engines To Improve Flickr Photo Organization & Search | TechCrunch,http://techcrunch.com/2013/08/23/yahoo-acquires-image-recognition-startup-iq-engines/
Yahoo! acquired Jumpcut in 2006,Jumpcut,Yahoo,2006,2/10/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/a0a7c9b43ad9867573449b5233884e95,Yahoo! has acquired Jumpcut | TechCrunch,http://techcrunch.com/2006/09/27/yahoo-has-acquired-jumpcut/
Yahoo! acquired Jybe in 2013,Jybe,Yahoo,2013,20/03/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/cd52f5f8de275f8704abaf5b477898f6,Yahoo steals back 5 old employees with Jybe acquisition,http://venturebeat.com/2013/03/20/yahoo-buys-mobile-recommendation-app-jybe-steals-back-5-former-yahoo-employees/
Yahoo! acquired Kelkoo in 2004,Kelkoo,Yahoo,2004,26/03/2004,"$610,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/44c8d5f13a4280198344b206fdf49158,BBC NEWS | Business | Yahoo buys Kelkoo for 475m euros,http://news.bbc.co.uk/2/hi/business/3570775.stm
Yahoo! acquired Kenet Works in 2006,Kenet Works,Yahoo,2006,17/11/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7fbe1f506435827ca8ff7a72c666ea4a,Yahoo! acquired Kenet Works,http://moconews.net/article/yahoo-buys-swedish-mobile-start-up-kenet-works/
Yahoo! acquired Kimo in 2000,Kimo,Yahoo,2000,1/11/2000,"$145,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/dd3cc493b5089aa8746e6c4efd5c7e50,,
Yahoo! acquired Konfabulator in 2005,Konfabulator,Yahoo,2005,25/07/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/43886a7bf9233529daf97a2c16d61683,Yahoo acquires 'widget' engine - CNET News,http://news.cnet.com/Yahoo-acquires-widget-engine/2100-1030_3-5803092.html
Yahoo! acquired Koprol in 2010,Koprol,Yahoo,2010,25/05/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/13386914937fff707954dff9efddb026,Yahoo! acquired Koprol,http://paidcontent.org/article/419-yahoo-buys-indonesian-location-based-social-network-koprol/
Yahoo! acquired Launch Media in 2001,Launch Media,Yahoo,2001,1/06/2001,"$12,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/cbaecd04e389c498c27e83fbe0504d82,,
Yahoo! acquired Lexity in 2013,Lexity,Yahoo,2013,31/07/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7c9bd4ff7f22dd61fa8c59f810077cab,Yahoo Acquires Lexity Will Keep E-Commerce App Platform Running But Rebrand It | TechCrunch,http://techcrunch.com/2013/07/31/yahoo-acquires-lexity/
Yahoo! acquired Log-me-on.com in 1999,Log-me-on.com,Yahoo,1999,1/05/1999,"$10,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/1c9abd868aaa0426fc4b9180cecfffdc,Early Yahoo! Acquisitions (the 1990s) - SEO by the Sea,http://www.seobythesea.com/2006/01/early-yahoo-acquisitions-the-1990s/
Yahoo! acquired Loki Studios in 2013,Loki Studios,Yahoo,2013,12/05/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/58654c832831dd561919afeef9e7fb39,FinSMEs | Loki Studios Acquired by Yahoo!,http://www.finsmes.com/2013/05/loki-studios-acquired-yahoo.html
Yahoo! acquired LookFlow in 2013,LookFlow,Yahoo,2013,23/10/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/a942826a0d6aab4df3504e5fb000a94d,Yahoo Acquires Startup LookFlow To Work On Flickr And ‘Deep Learning’ | TechCrunch,http://techcrunch.com/2013/10/23/yahoo-acquires-startup-lookflow-to-work-on-flickr-and-deep-learning/
Yahoo! acquired Maktoob in 2010,Maktoob,Yahoo,2010,26/02/2010,"$164,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/0be25f0c9e835122ae9d68b3980fdf48,Yahoo! acquired Maktoob,http://paidcontent.org/article/419-sec-watch-yahoo-purchased-maktoob-for-164-million/
Yahoo! acquired Maven Networks in 2008,Maven Networks,Yahoo,2008,31/01/2008,"$160,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/b16847b9c1bd9d7485e12f3ea240daf3,Yahoo Confirms Maven Networks Acquisition | TechCrunch,http://techcrunch.com/2008/02/12/yahoo-confirms-maven-networks-acquisition/
Yahoo! acquired Meedio in 2006,Meedio,Yahoo,2006,18/04/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/684edf79c29020342446d3f3f8f69ef4,SiliconBeat: Yahoo buys digital home company Meedio,http://www.siliconbeat.com/entries/2006/04/18/yahoo_buys_digital_home_company_meedio.html
Yahoo! acquired MileWise in 2013,MileWise,Yahoo,2013,9/05/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/8539153aaf390da23cc4ecde5605efe8,Yahoo Acquires Tech And Talent Of Frequent Flyer Flight Search Startup MileWise And Shuts It Down | TechCrunch,http://techcrunch.com/2013/05/09/frequent-flyer-flight-search-startup-milewises-talent-and-tech-acquired-by-yahoo/
Yahoo! acquired Musicmatch in 2004,Musicmatch,Yahoo,2004,1/09/2004,"$160,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/fd27d63c56ae17920b8d05825a513c65,,
Yahoo! acquired MyBlogLog in 2007,MyBlogLog,Yahoo,2007,9/01/2007,"$10,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/b1666e8aab3213c82c159d0a2a29548f,Yahoo Buys MyBlogLog. No They Didn't. Wait Yes. | TechCrunch,http://techcrunch.com/2007/01/08/yahoo-buys-mybloglog-no-they-didnt-wait-yes/
Yahoo! acquired MyQuest in 2000,MyQuest,Yahoo,2000,1/03/2000,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/db4da70472a5a084f9d5374db937239f,,
Yahoo! acquired Net Controls in 1997,Net Controls,Yahoo,1997,1/09/1997,"$1,400,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/650ee6945f6d1a928b6855b7442faa47,,
