Player,Team(s) when fined/suspended,Role when fined/suspended,Number of fines,Days of suspensions,Fined Amount,Age first fine (approximate),Date first fine,Date of Birth,Biography,Wikipedia Profile,Image
Frank Alexander,Carolina Panthers,Defense,3,14,"$581,976",23.7,13/09/2013,17/12/1989,"Frank Alexander (born December 17, 1989) is an American football defensive end for the Carolina Panthers of the National Football League (NFL). He played college football at the University of Oklahoma . He was drafted by the Panthers in the fourth round of the 2012 NFL Draft .",http://en.wikipedia.org/wiki/Frank_Alexander_%28American_football%29,
Ray Rice,Baltimore Ravens,Running Backs,4,2,"$596,109",25.7,21/09/2012,22/01/1987,"Raymell Mourice ""Ray"" Rice (born January 22, 1987) is a professional American football running back who is currently a free agent. He played college football for Rutgers University and was drafted by the Baltimore Ravens in the second round of the 2008 NFL Draft . He is ranked as the Ravens' second all-time leading rusher behind Jamal Lewis (7,801) with 6,180 yards, and is also second in rushing attempts (1,430) and rushing touchdowns (37), and third in combined touchdowns(43).",http://en.wikipedia.org/wiki/Ray_Rice,//upload.wikimedia.org/wikipedia/commons/e/eb/RayRice27.jpg
Shaun Rogers,"Cleveland Browns, Detroit Lions",Defensive Tackle,2,4,"$600,000",27.6,22/10/2006,12/03/1979,"Shaun Christopher Orlando Rogers (born March 12, 1979) is an American football defensive tackle who is currently a free agent. He played college football for the University of Texas . He was drafted by the Detroit Lions in the 2nd round (61st overall) of the 2001 NFL Draft . Rogers has also played for the Cleveland Browns and New Orleans Saints of the NFL. Minnesota Vikings running back, Adrian Peterson , considers Rogers one of the hardest-hitting players in the NFL. ",http://en.wikipedia.org/wiki/Shaun_Rogers_(American_football),
Bobbie Williams,Cincinnati Bengals,Guard,1,4,"$611,764",34.9,03/09/2011,25/09/1976,"Bobbie Joe Williams, Jr. (born September 25, 1976) is an American football guard who is currently a free agent. He was drafted by the Philadelphia Eagles in the second round of the 2000 NFL Draft . He played college football at Arkansas .",http://en.wikipedia.org/wiki/Bobbie_Williams,//upload.wikimedia.org/wikipedia/commons/5/5c/Bobbie_Williams_MT_Stadium_2012_Practice.jpg
Rodney Harrison,"San Diego Chargers, New England Patriots",Safety,4,5,"$612,352",29.9,31/10/2002,15/12/1972,"Rodney Scott Harrison (born December 15, 1972) is a retired professional football player of the National Football League. Harrison played safety for the San Diego Chargers and New England Patriots . He was a two-time Pro Bowl selection and winner of two Super Bowl rings.",http://en.wikipedia.org/wiki/Rodney_Harrison,//upload.wikimedia.org/wikipedia/en/a/ad/Rodney_Harrison.jpg
Tamba Hali,Kansas City Chiefs,Outside Linebacker,1,1,"$661,764",28.8,20/08/2012,03/11/1983,"Tamba Boimah Hali (born November 3, 1983) is a Liberian -born American football outside linebacker for the Kansas City Chiefs of the National Football League (NFL). He was drafted by the Chiefs in the first round of the 2006 NFL Draft . He played college football at Penn State , where he earned All-American honors.",http://en.wikipedia.org/wiki/Tamba_Hali,//upload.wikimedia.org/wikipedia/commons/3/3e/Tamba_Hali_2014.JPG
LaVon Brazill,Indianapolis Colts,Wide Receiver,2,20,"$701,454",24.3,24/06/2013,15/03/1989,"LaVon Brazill (born March 15, 1989) is an American gridiron football wide receiver . He was drafted in the sixth round of the 2012 NFL Draft by the Indianapolis Colts , and released after his second suspension for violating the league's substance abuse policy.",http://en.wikipedia.org/wiki/LaVon_Brazill,
Donte Stallworth,Cleveland Browns,Wide Receiver,2,16,"$750,000",28.1,12/12/2008,10/11/1980,"Donté Lamar Stallworth (born November 10, 1980) is an American football wide receiver who is currently a free agent. He was drafted by the New Orleans Saints in the first round (13th overall) of the 2002 NFL Draft . He played college football at University of Tennessee .",http://en.wikipedia.org/wiki/Dont%C3%A9_Stallworth,//upload.wikimedia.org/wikipedia/commons/5/52/Donte_stallworth_redskins.jpg
Jamal Lewis,Baltimore Ravens,Running Backs,1,0,"$760,000",25.1,09/10/2004,26/08/1979,"Jamal Lafitte Lewis (born August 26, 1979) is a former American football running back in the National Football League (NFL). He was drafted by the Baltimore Ravens fifth overall in the 2000 NFL Draft . He played college football at Tennessee . After spending his first seven seasons with the Ravens, Lewis signed a free agent contract with the Cleveland Browns prior to the 2007 season and retired after the 2009 season .",http://en.wikipedia.org/wiki/Jamal_Lewis,//upload.wikimedia.org/wikipedia/commons/e/e7/Jamal_Lewis.jpg
Odell Thurman,Cincinnati Bengals,Linebacker,1,32,"$785,000",23.2,25/09/2006,09/07/1983,"Odell Lamar Thurman (born July 9, 1983) is an American football linebacker who is currently a free agent. He was drafted by the Cincinnati Bengals in the second round of the 2005 NFL Draft . He played college football at Georgia .",http://en.wikipedia.org/wiki/Odell_Thurman,
Dwayne Bowe,Kansas City Chiefs,Wide Receiver,2,5,"$799,411",25.2,17/11/2009,21/09/1984,"Dwayne Lorenzo Bowe (born September 21, 1984) is an American football wide receiver for the Kansas City Chiefs of the National Football League (NFL). He was drafted by the Chiefs in the first round of the 2007 NFL Draft. He played college football at LSU. Bowe currently ranks first in the Chiefs record books in receiving-yards-per-game (65.1) and second in receptions-per-game (4.7) to Tony Gonzalez. ",http://en.wikipedia.org/wiki/Dwayne_Bowe,//upload.wikimedia.org/wikipedia/commons/c/c1/Dwayne_Bowe.JPG
Antwan Odom,Cincinnati Bengals,Defense,1,4,"$800,000",29.1,15/10/2010,24/09/1981,"Antwan Deon Odom (born September 24, 1981) is a former American football defensive end . He was drafted by the Tennessee Titans in the second round of the 2004 NFL Draft . He played college football at Alabama . He has also played for the Cincinnati Bengals .",http://en.wikipedia.org/wiki/Antwan_Odom,
Reshad Jones,Miami Dolphins,Safety,1,4,"$849,411",26.5,11/08/2014,25/02/1988,"Reshad Monquez Jones (born February 25, 1988) is an American football safety for the Miami Dolphins of the National Football League . He was drafted by the Dolphins in the fifth round of the 2010 NFL Draft . He played college football at the University of Georgia .",http://en.wikipedia.org/wiki/Reshad_Jones,//upload.wikimedia.org/wikipedia/commons/4/44/Reshad_Jones_2014.JPG
Albert Haynesworth,"Washington Redskins, Tennessee Titans",Defensive Tackle,6,4,"$879,558",26.2,15/09/2007,17/06/1981,"Albert George Haynesworth III (born June 17, 1981) is a former American football defensive tackle who played in the National Football League (NFL) for ten seasons. He played college football for the University of Tennessee . Drafted by the Tennessee Titans in the first round (15th overall) of the 2002 NFL Draft , he spent his first seven NFL seasons with the Titans. An All-Pro selection in 2007 and 2008, and considered ""the most dominant defensive tackle in the league"", Haynesworth was a highly coveted free agent following the 2008 season. He signed a seven-year, $100 million contract with the Washington Redskins in February 2009, but played less than two full seasons with Washington. The Redskins' acquisition of Haynesworth has since been widely derided as the worst free agent signing in NFL history. ",http://en.wikipedia.org/wiki/Albert_Haynesworth,//upload.wikimedia.org/wikipedia/commons/7/75/Albert-Haynesworth-Feb-4-09-090204-N-9758L-030.jpg
Matt Prater,Denver Broncos,Kicker,1,4,"$897,058",30.0,24/08/2014,10/08/1984,"Matthew Phillip Prater (born August 10, 1984) is an American football placekicker for the Detroit Lions of the National Football League (NFL). He was originally signed by the Lions as an undrafted free agent in 2006. He played college football at Central Florida . Prater holds the NFL record for kicking the longest field goal (64 yards), which he set on December 8, 2013, in Denver in a game against the Tennessee Titans . He was cut by the Denver Broncos after completing a suspension for violating the NFL's substance abuse policy.",http://en.wikipedia.org/wiki/Matt_Prater,
Von Miller,Denver Broncos,Outside Linebacker,6,6,"$907,911",22.7,21/11/2011,26/03/1989,"Vonnie B'Vsean Miller (born March 26, 1989) is an American football linebacker for the Denver Broncos of the National Football League (NFL). He played college football for Texas A&M University , earned consensus All-American honors, and was awarded the Butkus Award as the most outstanding college linebacker in the nation. The Broncos drafted him with the second overall pick in the 2011 NFL Draft . He is a two-time Pro Bowl selection, receiving second-team All-Pro honors as a rookie and first-team All-Pro in his second year.",http://en.wikipedia.org/wiki/Von_Miller,//upload.wikimedia.org/wikipedia/commons/9/99/Von_Miller_%28Broncos%29.JPG
Justin Blackmon,Jacksonville Jaguars,Wide Receiver,2,12,"$941,700",23.3,20/04/2013,09/01/1990,"Justin Carl Blackmon (born January 9, 1990) is an American football wide receiver for the Jacksonville Jaguars of the National Football League (NFL). He played college football at Oklahoma State , where he was twice recognized as a consensus All-American . He was drafted by the Jaguars fifth overall in the 2012 NFL Draft . After playing a full rookie season with the Jaguars, he was suspended twice during 2013 for violations of the NFL's substance abuse policy. He is currently under indefinite suspension for his latest violations, and the Jaguars have said publicly that it is unlikely he will be reinstated during the 2014 season.",http://en.wikipedia.org/wiki/Justin_Blackmon,//upload.wikimedia.org/wikipedia/commons/a/a7/Justin_Blackmon_post-game_interview.jpg
Wes Welker,"New England Patriots, Denver Broncos",Wide Receiver,3,2,"$961,176",27.7,24/12/2008,01/05/1981,"Wesley Carter ""Wes"" Welker (born May 1, 1981) is an American football wide receiver and return specialist for the Denver Broncos of the National Football League (NFL). He played college football for Texas Tech University and was signed by the San Diego Chargers as an undrafted free agent. He later played for the Miami Dolphins and the New England Patriots. ",http://en.wikipedia.org/wiki/Wes_Welker,//upload.wikimedia.org/wikipedia/commons/d/db/Wes_Welker.JPG
Josh Gordon,Cleveland Browns,Wide Receiver,2,12,"$966,375",22.2,07/06/2013,13/04/1991,"Joshua Caleb Gordon (born April 13, 1991) is an American football wide receiver for the Cleveland Browns of the National Football League (NFL). He was drafted by the Browns in the second round of the 2012 NFL Supplemental Draft. He played college football at Baylor .",http://en.wikipedia.org/wiki/Josh_Gordon,//upload.wikimedia.org/wikipedia/commons/c/c5/Josh_Gordon_2014_Browns_Training_Camp.jpg
Hollis Thomas,"New Orleans Saints, Carolina Panthers",Defensive Tackle,2,12,"$1,061,175",32.9,05/12/2006,10/01/1974,"Hollis Thomas, Jr. (born January 10, 1974 in Abilene, Texas ) is a former American football defensive tackle who is currently the Defensive line coach for the Philadelphia Soul of the Arena Football League . He was signed by the Philadelphia Eagles as an undrafted free agent in 1996. He played college football at Northern Illinois .",http://en.wikipedia.org/wiki/Hollis_Thomas,//upload.wikimedia.org/wikipedia/commons/8/8d/Hollis_Thomas.jpg
Lane Johnson,Philadelphia Eagles,Right Tackle,1,4,"$1,061,663",24.2,23/07/2014,08/05/1990,"David Lane Johnson (born May 8, 1990) is an American football offensive tackle for the Philadelphia Eagles of the National Football League (NFL). He was drafted by the Eagles fourth overall in the 2013 NFL Draft . He played college football at Oklahoma .",http://en.wikipedia.org/wiki/Lane_Johnson,//upload.wikimedia.org/wikipedia/en/7/7f/Lane_Johnson_Eagles_2013.jpg
Ricky Williams,Miami Dolphins,Running Backs,3,31,"$1,097,058",28.3,03/09/2005,21/05/1977,"Errick Lynne ""Ricky"" Williams, Jr. (born May 21, 1977) is a retired American football running back who played eleven seasons in the National Football League (NFL) and one season in the Canadian Football League (CFL). He played college football for the University of Texas , where he was a two-time All-American and won the Heisman Trophy . Williams was drafted by the New Orleans Saints fifth overall in the 1999 NFL Draft and spent three seasons with the team before he was traded to the Miami Dolphins in 2002. He played for the Dolphins for three seasons, and retired for the first time from football in 2004. Due to his suspension from the NFL in 2006, he played for the Toronto Argonauts in 2006. Williams re-joined the Dolphins in 2007 and played with them until 2010, and spent the 2011 season with the Baltimore Ravens . He is now an assistant football coach at the University of the Incarnate Word .",http://en.wikipedia.org/wiki/Ricky_Williams,//upload.wikimedia.org/wikipedia/commons/4/43/Ricky_Williams3.jpg
Rashard Anderson,Carolina Panthers,Cornerback,1,32,"$1,173,125",24.9,23/05/2002,14/06/1977,"Rashard Anderson (born June 14, 1977 in Forest, Mississippi ) is a former American football cornerback in the NFL who played for the Carolina Panthers . Anderson was selected by the Panthers in the first round (23rd overall) of the 2000 NFL Draft . In his first NFL season, he appeared in 12 games, recording 21 tackles. Anderson ended the 2001 season with 47 tackles and his only career interception in 15 games.",http://en.wikipedia.org/wiki/Rashard_Anderson,
LaRon Landry,"Washington Redskins, New York Jets, Indianapolis Colts",Safety,6,4,"$1,181,285",23.1,05/11/2007,14/10/1984,"LaRon Louis Landry (born October 14, 1984) is an American football safety for the Indianapolis Colts of the National Football League (NFL). He played college football for Louisiana State University (LSU), and earned consensus All-American honors. The Washington Redskins drafted him with the sixth overall pick in the 2007 NFL Draft. He has also played for the New York Jets. ",http://en.wikipedia.org/wiki/LaRon_Landry,//upload.wikimedia.org/wikipedia/commons/f/fd/Laron_landry_2011.jpg
