Company,"Know to use the ""Double Irish Arrangement""?",Discloses Likely Tax Payments from Repatriation,Citizen for Tax Justice ID,Category,Description,Turnover,Profit,Employees,Address,Profile on Irish Times,Coordinates,Image,Sources,Sources Link,Homepage,Twitter
Toyota,,,,Transport,"Introduced into the Irish market in 1972 Toyota Ireland is a 100% Irish owned company responsible for the sale and distribution of Toyota passenger and commercial vehicles through its network of 56 dealerships located throughout Ireland. Toyota Ireland and its Dealer network employ 1200 people and recently sold its 500,000 car to an Irish customer.","€225,000,000",,150,Killeen Road  Dublin 12,http://www.top1000.ie/toyota,"53.327543,-6.358696",http://www.top1000.ie/images/logo/toyota,,,http://www.toyota.ie/,@toyotaireland
Transas Marine,,,,Business Technology,"Transas is a developer and supplier of a wide range of software and integrated solutions for the marine and aviation industries, including flight simulators, floating vehicles and safety systems. The group’s headquarters are located in Saint-Petersburg, Russia, and it employs more than 2,000 people globally.","€97,200,000","€8,000,000",628,10 Eastgate Avenue  Eastgate Business Park  Little Island  Co Cork,http://www.top1000.ie/transas-marine,"51.904563,-8.362173",,,,http://www.transas.com/,
Transdev,,,,Transport,"Transdev operates the Luas light rail system in Dublin. It employs about 250 people in Ireland, and is owned by French company Veolio Environnement.","€53,400,000","€1,400,000",288,Riverside One  Sir John Rogerson's Quay  Dublin 2,http://www.top1000.ie/transdev,"53.345579,-6.23793",,,,http://www.veolia.ie/,
Transitions Optical,,,,Manufacturing,The company is a subsidiary of US company Transitions Optical. The main activities of the company are the manufacturing and distribution of photochromic plastic lenses and to provide sales and other support for fellow companies in Ireland.The company employs around 245 people in Ireland and is based in Tuam County Galway.,"€154,600,000","€38,600,000",257,IDA INdustrial Estate  Dunmore Road  Tuam  Galway,http://www.top1000.ie/transitions-optical,"53.522168,-8.841685",http://www.top1000.ie/images/logo/transitions-optical,,,http://www.transitions.com/,@transitions
Translink,,,,Transport,"Translink is Northern Ireland's integrated bus and rail public transport company. It operates Ulsterbus, Metro, Goldline, NI Railways, NIR Travel and the Enterprise cross-border rail service.","€224,500,000","€3,900,000","4,042",3 Milewater Road  Belfast  Northern Ireland.,http://www.top1000.ie/translink,"54.616926,-5.919298",http://www.top1000.ie/images/logo/translink,,,http://www.translink.co.uk/,@Translink_NI
Travel Counsellors,,,,Tourism,,"€19,000,000",,,Unit 1  NSC Campus  Mahon  Cork,http://www.top1000.ie/travel-counsellors,"51.888011,-8.403221",,,,http://www.travelhomeworking.ie/,
Trench Holdings,,,,Construction,Trench Holdings Ltd is a Northern-Ireland owned construction company.,"€197,900,000","€1,800,000",483,15 Trench Road  Newtownabbey  Mallusk.  BT36 4TY,http://www.top1000.ie/trench-holdings,"54.678772,-5.99265",,,,,
Trend Micro,,,,Technology,"Trend Micro provides network antivirus and Internet content security software and services. Founded in 1988, Trend Micro was a pioneer in secure content and threat management, leading the migration of early virus protection from the desktop to the network server and the Internet gateway.The company is headquartered in Japan and 4,800 employees and has operations in 30 countries including Trend Micro (EMEA) which is based in Cork.","€166,900,000","€7,800,000",546,"Trend Micro (EMEA) Ltd  IDA Business & Technology Park  Model Farm Road, Cork  Ireland",http://www.top1000.ie/trend-micro,"51.827384,-8.461426",http://www.top1000.ie/images/logo/trend-micro,,,http://emea.trendmicro.com/emea/home/,@TrendMicro
Tri-Supply,,,,Pharma,"Tri-supply is a joint venture company set up by Gilead Sciences Ltd and Lawrence Laboratories. The company was incorporated in January 2007.It was set up to produce Atripla which is a combination of Sustiva, manufactured by Lawrence Laboratories and Truvada, manufactured by Gilead Sciences Limited. Atripla is the company’s only product.It is the first once-daily single tablet regimen for HIV-1 infection intended as a stand-alone therapy or in combination with other antiretrovirals.","€262,600,000",€325,,IDA Business & Technology Park  Carraigtohill  Co. Cork  Ireland,http://www.top1000.ie/trisupply,"51.9054,-8.461426",http://www.top1000.ie/images/logo/trisupply,,,http://www.gilead.com/ireland,@GileadSciences
Trinity Biotech,,,,Health,"Trinity Biotech was founded in 1992 and specialises in the development, manufacture and marketing of diagnostic test kits. A combination of organic growth and an acquisition-led strategy has seen the company assemble an portfolio of over 400 products to date. Headquartered in Bray, Co Wicklow, it is quoted on the NASDAQ exchange, and with facilities spanning Europe and America, it sells its products in more than 75 countries.","€65,900,000","€13,800,000",360,Trinity Biotech Plc  IDA Business Park  Bray  Co Wicklow  Ireland,http://www.top1000.ie/trinity-biotech,"53.18315,-6.114503",,,,http://www.trinitybiotech.com/Pages/home.aspx,
Trulife,,,,Health,"Medical device company Trulife is a leading manufacturer and distributor of prosthetics, orthopoedic and breast prothesis products. IT employs in excess of 600 people between Ireland, teh UK, the US and Canada, 123 of which are employed in Ireland. IT sells its products througharound 300 specialist distributor partners in over 80 countres. the USA and Canada. Formed in it is headquartered in Dublin and is a privately-owned company. Noel Murphy, founder and CEO owns more than 90 per cent of the company.","€54,000,000","€1,000,000",110,3013 Lake Drive  City West BusinessCampus  Dublin 24,http://www.top1000.ie/trulife,"53.293363,-6.422587",,,,http://www.trulife.com/,
Tuli Holdings,,,,Food,"Tuli Holdings operates a number of cooked foods and coffee outlets including the KFC, Pizza Hut and Costa Coffee franchises in Ireland.","€53,000,000","€5,400,000","1,035",Unit 12  Eastgate Retail and Business Park  Little Island  Cork.,http://www.top1000.ie/tuli-holdings,"51.903809,-8.355775",,,,http://tuliholdings.com/,
Tullow Oil,,,,Energy,,"€2,600,000,000","€313,000,000","1,415",9 Chiswick Park  566 Chiswick High Road  London  W4 5XT  United Kingdom,http://www.top1000.ie/tullow-oil,"51.495111,-0.273454",http://www.top1000.ie/images/logo/tullow-oil,,,http://www.tullowoil.com/,@TullowOilplc
TV3,,,,Media And Marketing,Tullamore Beta Ltd is the parent company of Irish commercial broadcaster TV3 and Irish digital television station 3e. Its ultimate parent company is venture capital firm Doughty Hanson and Co.The studies are based in Ballymount Dublin. TV3 first aired in 1998 to compete with State broadcaster RTE.,"€52,800,000","€2,300,000",255,Westgate Business Park  Ballymount  Dublin 24,http://www.top1000.ie/tv3,"53.310559,-6.356145",http://www.top1000.ie/images/logo/tv3,,,http://www.tv3.ie/,@tv3ireland
Twitter,,,,Technology,"Twitter is a real-time information network that connects users to the latest stories, ideas, opinions and news via tweets.","€25,200,000",,141,The Academy  42 Pearse Street  Dublin 2,http://www.top1000.ie/twitter,"53.344473,-6.250235",,,,,
Tyco Fire and Security,,,,Business Technology,"The principal activity of Sensormatic Electronics is the sale of electronic loss prevention and safety devices to companies within the Group. The company is a subsidiary of Tyco International Limited. Tyco International (NYSE: TYC) is a diversified, global company providing security products and services, fire protection and detection products and services, valves and controls, and other industrial products in more than 60 countries.The company has more than 100,000 employees worldwide.","€65,900,000","€31,800,000",27," Melbourne Road, Bishopstown, Cork",http://www.top1000.ie/tyco-fire-and-security,"51.889544,-8.533359",,,,http://www.sensormatic.com/,
Tynagh Energy,,,,Energy,"Tynagh Energy successfully tendered for a competition in December 2003, run by the Commission for Energy Regulation (CER) to design, finance, construct, operate and maintain a 400MW Combined Cycle Power Plant (CCGT) in east County Galway.Its shareholders are: GE Energy Financial Services (40%); Gama Energy International B.V. (40%) and Mountside Partners Limited (20%).","€116,900,000","€25,400,000",11,Tynagh Energy Limited  The Crescent Building  Northwood Park  Santry  Dublin 9  Ireland,http://www.top1000.ie/tynagh-energy,"53.403264,-6.25959",,,,http://www.tynaghenergy.ie/,
UCB,,,,Health,"UCB is a global biopharma focused on severe diseases in two therapeutic areas: central nervous system and immunology operations. It has operations in about 40 countries and had a global revenue of € 3.2 billion in 2011.The company is listed on the Euronext Brussels Stock Exchange and has its headquarters in Brussels, Belgium.","€107,800,000","-€97,700,000",122,Shannon Industrial Estate  Shannon  County Clare,http://www.top1000.ie/ucb,"52.712796,-8.892532",,,,http://www.ucb.com/,
UDG Healthcare,,,,Health,UDG Healthcare plc is a provider of outsourced commercialisation solutions to healthcare companies operating across four areas of expertise.The company announced plans to buy the healthcare communications business of KnowledgePoint360 for €105 million in February 2014.,"€2,000,000,000","€64,700,000","6,986",United Drug House  Magna Drive  Magna Business Park  Citywest Road  Dublin 24,http://www.top1000.ie/udg-healthcare,"53.284098,-6.421829",http://www.top1000.ie/images/logo/udg-healthcare,,,http://www.united-drug.com/,@UnitedDrugJobs
Unilever,,,,Manufacturing,"Unilever is a supplier of consumer goods with operations in more than 100 countries and sales in 180. Consumers buy 170 billion Unilever packs around the world every year. Its portfolio includes brands such as: Knorr, Hellmann’s, Lipton, Dove, Vaseline, Persil, Cif, Marmite and Pot Noodle.","€317,300,000","€9,100,000",156,20 Riverwalk  National Digital Park  Citywest Business Campus  Dublin 24,http://www.top1000.ie/unilever,"53.283217,-6.408738",http://www.top1000.ie/images/logo/unilever,,,http://www.unilever.com/,@unilever_press
Uniphar,,,,Health,"In 1994 United Pharmacists Co-Op merged with Allied Pharmaceutical Distributors (APD) to form the UniPhar Group. APD and UPC were both founded by pharmacists in 1972 and 1967 respectively.Today, the roots of the UniPhar Group remain in community pharmacy and ownership is still held by community pharmacists. The company employs in excess of 500 people. The UniPhar Group has wholesale depots located in Dublin, Cork, Limerick and Sligo","€639,600,000","-€4,700,000",386,4045 Kingswood Road  Citywest Business Campus  Dublin 24,http://www.top1000.ie/uniphar,"53.294894,-6.416744",,,,http://www.uniphar.ie/,
