ID,Country,Male,Female,Female-to-Male Ratio,Rank,Sub-Index,Main Index
"Iran, Islamic Rep. - Women in Ministerial Positions","Iran, Islamic Rep.",10,90,0.11,105,Women in Ministerial Positions,Political Empowerment
India - Women in Ministerial Positions,India,9,91,0.1,107,Women in Ministerial Positions,Political Empowerment
Cyprus - Women in Ministerial Positions,Cyprus,9,91,0.1,108,Women in Ministerial Positions,Political Empowerment
Fiji - Women in Ministerial Positions,Fiji,9,91,0.1,108,Women in Ministerial Positions,Political Empowerment
Serbia - Women in Ministerial Positions,Serbia,9,91,0.1,108,Women in Ministerial Positions,Political Empowerment
Vietnam - Women in Ministerial Positions,Vietnam,9,91,0.1,108,Women in Ministerial Positions,Political Empowerment
Syria - Women in Ministerial Positions,Syria,9,91,0.1,112,Women in Ministerial Positions,Political Empowerment
Yemen - Women in Ministerial Positions,Yemen,9,91,0.1,112,Women in Ministerial Positions,Political Empowerment
"Macedonia, FYR - Women in Ministerial Positions","Macedonia, FYR",9,91,0.1,114,Women in Ministerial Positions,Political Empowerment
China - Women in Ministerial Positions,China,8,92,0.09,115,Women in Ministerial Positions,Political Empowerment
Mauritius - Women in Ministerial Positions,Mauritius,8,92,0.09,115,Women in Ministerial Positions,Political Empowerment
Thailand - Women in Ministerial Positions,Thailand,8,92,0.09,115,Women in Ministerial Positions,Political Empowerment
Czech Republic - Women in Ministerial Positions,Czech Republic,7,93,0.08,118,Women in Ministerial Positions,Political Empowerment
El Salvador - Women in Ministerial Positions,El Salvador,7,93,0.08,118,Women in Ministerial Positions,Political Empowerment
Lithuania - Women in Ministerial Positions,Lithuania,7,93,0.08,118,Women in Ministerial Positions,Political Empowerment
Slovak Republic - Women in Ministerial Positions,Slovak Republic,7,93,0.08,118,Women in Ministerial Positions,Political Empowerment
Bangladesh - Women in Ministerial Positions,Bangladesh,7,93,0.07,122,Women in Ministerial Positions,Political Empowerment
Kuwait - Women in Ministerial Positions,Kuwait,7,93,0.07,122,Women in Ministerial Positions,Political Empowerment
Oman - Women in Ministerial Positions,Oman,7,93,0.07,122,Women in Ministerial Positions,Political Empowerment
Russian Federation - Women in Ministerial Positions,Russian Federation,7,93,0.07,122,Women in Ministerial Positions,Political Empowerment
Trinidad and Tobago - Women in Ministerial Positions,Trinidad and Tobago,6,94,0.07,126,Women in Ministerial Positions,Political Empowerment
Malaysia - Women in Ministerial Positions,Malaysia,6,94,0.07,127,Women in Ministerial Positions,Political Empowerment
Singapore - Women in Ministerial Positions,Singapore,6,94,0.06,128,Women in Ministerial Positions,Political Empowerment
Suriname - Women in Ministerial Positions,Suriname,6,94,0.06,129,Women in Ministerial Positions,Political Empowerment
Greece - Women in Ministerial Positions,Greece,5,95,0.06,130,Women in Ministerial Positions,Political Empowerment
Qatar - Women in Ministerial Positions,Qatar,5,95,0.05,131,Women in Ministerial Positions,Political Empowerment
Cambodia - Women in Ministerial Positions,Cambodia,5,95,0.05,132,Women in Ministerial Positions,Political Empowerment
Turkey - Women in Ministerial Positions,Turkey,4,96,0.04,133,Women in Ministerial Positions,Political Empowerment
Tunisia - Women in Ministerial Positions,Tunisia,4,96,0.04,134,Women in Ministerial Positions,Political Empowerment
Belarus - Women in Ministerial Positions,Belarus,3,97,0.04,135,Women in Ministerial Positions,Political Empowerment
Sri Lanka - Women in Ministerial Positions,Sri Lanka,3,97,0.03,136,Women in Ministerial Positions,Political Empowerment
Azerbaijan - Women in Ministerial Positions,Azerbaijan,3,97,0.03,137,Women in Ministerial Positions,Political Empowerment
Brunei Darussalam - Women in Ministerial Positions,Brunei Darussalam,0,100,0,138,Women in Ministerial Positions,Political Empowerment
Lebanon - Women in Ministerial Positions,Lebanon,0,100,0,138,Women in Ministerial Positions,Political Empowerment
Pakistan - Women in Ministerial Positions,Pakistan,0,100,0,138,Women in Ministerial Positions,Political Empowerment
Saudi Arabia - Women in Ministerial Positions,Saudi Arabia,0,100,0,138,Women in Ministerial Positions,Political Empowerment
Nepal - Women in Ministerial Positions,Nepal,—,—,—,—,Women in Ministerial Positions,Political Empowerment
India - Years with Female Head of State,India,21,29,0.72,1,Years with Female Head of State,Political Empowerment
Ireland - Years with Female Head of State,Ireland,21,29,0.71,2,Years with Female Head of State,Political Empowerment
Bangladesh - Years with Female Head of State,Bangladesh,21,29,0.7,3,Years with Female Head of State,Political Empowerment
Iceland - Years with Female Head of State,Iceland,20,30,0.68,4,Years with Female Head of State,Political Empowerment
Philippines - Years with Female Head of State,Philippines,16,34,0.46,5,Years with Female Head of State,Political Empowerment
Sri Lanka - Years with Female Head of State,Sri Lanka,14,36,0.38,6,Years with Female Head of State,Political Empowerment
Finland - Years with Female Head of State,Finland,12,38,0.32,7,Years with Female Head of State,Political Empowerment
United Kingdom - Years with Female Head of State,United Kingdom,12,38,0.3,8,Years with Female Head of State,Political Empowerment
New Zealand - Years with Female Head of State,New Zealand,11,39,0.28,9,Years with Female Head of State,Political Empowerment
Norway - Years with Female Head of State,Norway,11,39,0.27,10,Years with Female Head of State,Political Empowerment
Liberia - Years with Female Head of State,Liberia,9,41,0.23,11,Years with Female Head of State,Political Empowerment
Germany - Years with Female Head of State,Germany,9,41,0.22,12,Years with Female Head of State,Political Empowerment
Latvia - Years with Female Head of State,Latvia,8,42,0.2,13,Years with Female Head of State,Political Empowerment
Argentina - Years with Female Head of State,Argentina,8,42,0.2,14,Years with Female Head of State,Political Empowerment
Nicaragua - Years with Female Head of State,Nicaragua,7,43,0.16,15,Years with Female Head of State,Political Empowerment
Mozambique - Years with Female Head of State,Mozambique,6,44,0.13,16,Years with Female Head of State,Political Empowerment
Barbados - Years with Female Head of State,Barbados,6,44,0.12,17,Years with Female Head of State,Political Empowerment
Lithuania - Years with Female Head of State,Lithuania,5,45,0.12,18,Years with Female Head of State,Political Empowerment
Malta - Years with Female Head of State,Malta,5,45,0.12,19,Years with Female Head of State,Political Empowerment
Israel - Years with Female Head of State,Israel,5,45,0.12,20,Years with Female Head of State,Political Empowerment
Panama - Years with Female Head of State,Panama,5,45,0.11,21,Years with Female Head of State,Political Empowerment
Switzerland - Years with Female Head of State,Switzerland,5,45,0.11,22,Years with Female Head of State,Political Empowerment
Pakistan - Years with Female Head of State,Pakistan,5,45,0.1,23,Years with Female Head of State,Political Empowerment
Chile - Years with Female Head of State,Chile,4,46,0.09,24,Years with Female Head of State,Political Empowerment
Trinidad and Tobago - Years with Female Head of State,Trinidad and Tobago,4,46,0.09,25,Years with Female Head of State,Political Empowerment
Costa Rica - Years with Female Head of State,Costa Rica,4,46,0.09,26,Years with Female Head of State,Political Empowerment
Jamaica - Years with Female Head of State,Jamaica,4,46,0.09,27,Years with Female Head of State,Political Empowerment
China - Years with Female Head of State,China,4,46,0.08,28,Years with Female Head of State,Political Empowerment
Brazil - Years with Female Head of State,Brazil,3,47,0.08,29,Years with Female Head of State,Political Empowerment
Indonesia - Years with Female Head of State,Indonesia,3,47,0.07,30,Years with Female Head of State,Political Empowerment
Australia - Years with Female Head of State,Australia,3,47,0.06,31,Years with Female Head of State,Political Empowerment
Ukraine - Years with Female Head of State,Ukraine,3,47,0.06,32,Years with Female Head of State,Political Empowerment
Thailand - Years with Female Head of State,Thailand,3,47,0.06,33,Years with Female Head of State,Political Empowerment
Denmark - Years with Female Head of State,Denmark,3,47,0.06,34,Years with Female Head of State,Political Empowerment
Turkey - Years with Female Head of State,Turkey,3,47,0.06,35,Years with Female Head of State,Political Empowerment
Senegal - Years with Female Head of State,Senegal,3,47,0.05,36,Years with Female Head of State,Political Empowerment
Croatia - Years with Female Head of State,Croatia,2,48,0.05,37,Years with Female Head of State,Political Empowerment
Guyana - Years with Female Head of State,Guyana,2,48,0.05,38,Years with Female Head of State,Political Empowerment
"Korea, Rep. - Years with Female Head of State","Korea, Rep.",2,48,0.05,39,Years with Female Head of State,Political Empowerment
Malawi - Years with Female Head of State,Malawi,2,48,0.04,40,Years with Female Head of State,Political Empowerment
Slovak Republic - Years with Female Head of State,Slovak Republic,2,48,0.04,41,Years with Female Head of State,Political Empowerment
Kyrgyz Republic - Years with Female Head of State,Kyrgyz Republic,2,48,0.03,42,Years with Female Head of State,Political Empowerment
Moldova - Years with Female Head of State,Moldova,1,49,0.03,43,Years with Female Head of State,Political Empowerment
Poland - Years with Female Head of State,Poland,1,49,0.03,44,Years with Female Head of State,Political Empowerment
Slovenia - Years with Female Head of State,Slovenia,1,49,0.03,45,Years with Female Head of State,Political Empowerment
Serbia - Years with Female Head of State,Serbia,1,49,0.03,46,Years with Female Head of State,Political Empowerment
Mali - Years with Female Head of State,Mali,1,49,0.02,47,Years with Female Head of State,Political Empowerment
France - Years with Female Head of State,France,1,49,0.02,48,Years with Female Head of State,Political Empowerment
Peru - Years with Female Head of State,Peru,1,49,0.02,49,Years with Female Head of State,Political Empowerment
Rwanda - Years with Female Head of State,Rwanda,1,49,0.01,50,Years with Female Head of State,Political Empowerment
Bolivia - Years with Female Head of State,Bolivia,1,49,0.01,51,Years with Female Head of State,Political Empowerment
Burundi - Years with Female Head of State,Burundi,1,49,0.01,52,Years with Female Head of State,Political Empowerment
Portugal - Years with Female Head of State,Portugal,0,50,0.01,53,Years with Female Head of State,Political Empowerment
Canada - Years with Female Head of State,Canada,0,50,0.01,54,Years with Female Head of State,Political Empowerment
Georgia - Years with Female Head of State,Georgia,0,50,0.01,55,Years with Female Head of State,Political Empowerment
Mauritius - Years with Female Head of State,Mauritius,0,50,0.01,56,Years with Female Head of State,Political Empowerment
Bulgaria - Years with Female Head of State,Bulgaria,0,50,0.01,57,Years with Female Head of State,Political Empowerment
"Macedonia, FYR - Years with Female Head of State","Macedonia, FYR",0,50,0,58,Years with Female Head of State,Political Empowerment
Bahamas - Years with Female Head of State,Bahamas,0,50,0,59,Years with Female Head of State,Political Empowerment
Mongolia - Years with Female Head of State,Mongolia,0,50,0,60,Years with Female Head of State,Political Empowerment
Austria - Years with Female Head of State,Austria,0,50,0,61,Years with Female Head of State,Political Empowerment
Ecuador - Years with Female Head of State,Ecuador,0,50,0,61,Years with Female Head of State,Political Empowerment
Madagascar - Years with Female Head of State,Madagascar,0,50,0,61,Years with Female Head of State,Political Empowerment
Albania - Years with Female Head of State,Albania,0,50,0,64,Years with Female Head of State,Political Empowerment
Algeria - Years with Female Head of State,Algeria,0,50,0,64,Years with Female Head of State,Political Empowerment
Angola - Years with Female Head of State,Angola,0,50,0,64,Years with Female Head of State,Political Empowerment
Armenia - Years with Female Head of State,Armenia,0,50,0,64,Years with Female Head of State,Political Empowerment
Azerbaijan - Years with Female Head of State,Azerbaijan,0,50,0,64,Years with Female Head of State,Political Empowerment
Bahrain - Years with Female Head of State,Bahrain,0,50,0,64,Years with Female Head of State,Political Empowerment
Belarus - Years with Female Head of State,Belarus,0,50,0,64,Years with Female Head of State,Political Empowerment
Belgium - Years with Female Head of State,Belgium,0,50,0,64,Years with Female Head of State,Political Empowerment
Belize - Years with Female Head of State,Belize,0,50,0,64,Years with Female Head of State,Political Empowerment
Bhutan - Years with Female Head of State,Bhutan,0,50,0,64,Years with Female Head of State,Political Empowerment
Botswana - Years with Female Head of State,Botswana,0,50,0,64,Years with Female Head of State,Political Empowerment
Brunei Darussalam - Years with Female Head of State,Brunei Darussalam,0,50,0,64,Years with Female Head of State,Political Empowerment
Burkina Faso - Years with Female Head of State,Burkina Faso,0,50,0,64,Years with Female Head of State,Political Empowerment
Cambodia - Years with Female Head of State,Cambodia,0,50,0,64,Years with Female Head of State,Political Empowerment
Cape Verde - Years with Female Head of State,Cape Verde,0,50,0,64,Years with Female Head of State,Political Empowerment
Chad - Years with Female Head of State,Chad,0,50,0,64,Years with Female Head of State,Political Empowerment
Colombia - Years with Female Head of State,Colombia,0,50,0,64,Years with Female Head of State,Political Empowerment
Côte d'Ivoire - Years with Female Head of State,Côte d'Ivoire,0,50,0,64,Years with Female Head of State,Political Empowerment
Cuba - Years with Female Head of State,Cuba,0,50,0,64,Years with Female Head of State,Political Empowerment
Cyprus - Years with Female Head of State,Cyprus,0,50,0,64,Years with Female Head of State,Political Empowerment
Czech Republic - Years with Female Head of State,Czech Republic,0,50,0,64,Years with Female Head of State,Political Empowerment
Dominican Republic - Years with Female Head of State,Dominican Republic,0,50,0,64,Years with Female Head of State,Political Empowerment
Egypt - Years with Female Head of State,Egypt,0,50,0,64,Years with Female Head of State,Political Empowerment
El Salvador - Years with Female Head of State,El Salvador,0,50,0,64,Years with Female Head of State,Political Empowerment
Estonia - Years with Female Head of State,Estonia,0,50,0,64,Years with Female Head of State,Political Empowerment
Ethiopia - Years with Female Head of State,Ethiopia,0,50,0,64,Years with Female Head of State,Political Empowerment
Fiji - Years with Female Head of State,Fiji,0,50,0,64,Years with Female Head of State,Political Empowerment
