ID Number,Department,Contracting Agency,Year Contract Signed,Year Contract Effective,Current Contract Value,Major Program,Vendor,Vendor DBA,Date Contract Signed,Date Contract Effective,Current Completion Date,Amount Obligated,Base and all options value,Extent Competed,Reason Not Competed,Purchase Card Payment Method,Type of Contract Pricing,Place of Manufacture,CCR Exception Type,Reason for Modification,Product/Service Description,Requirement Description,Place of Performance,Place of Performance - City,Place of Performance - State,Award / IDV,Award Type,Location of Vendo,Location of Vendor - City,Location of Vendor - State,Small Business?,Small Disadvantaged Business?,Historically Underutilized Business Zone?,Sheltered Workshop?,Women Owned Business?,Veteran Owned Business?,Service Related Disabled Veteran Owned Business?,Minority Owned Business?,Minority Institution?,Black American Owned Business?,Historic Black College Or University?,Native American Owned Business?,Hispanic American Owned Business?,Asian Pacific American Owned Business?,Asian Indian Owned Business?,Subcontinent Asian (Asian-Indian) American Owned Business?,Eight?,Local Government?,Hospital?,Nonprofit Organization?,Educational Institution?,Federal Government?,State Government?,Tribal Government?
Contract ID n. 752,Department Of Homeland Security,U.S. Coast Guard,2012,2012,"80,000.00",,Emergency Management Services,,5/6/2010,5/6/2010,6/1/2010,"80,000.00","80,000.00",Not Competed,Urgency,No,Time and Materials,Not A Manufactured End Product,,Supplemental Agreement For Work Within Scope,Oil Spill Response,"Modification To Add Additonal Ics Team Member, Products And Shipping In Response To Deepwater Horizon Incident.","Houma, Louisiana, United States",Houma,Louisiana,Award,Delivery Order,"Culpeper, Virginia, United States",Culpeper,Virginia,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 753,Department Of Homeland Security,U.S. Coast Guard,2012,2012,"1,869,525.00",,Emergency Management Services,,8/13/2010,8/13/2010,8/1/2010,"1,869,525.00","1,869,525.00",Not Competed,Urgency,No,Time and Materials,Not A Manufactured End Product,,Supplemental Agreement For Work Within Scope,Oil Spill Response,Modification To Add Additional Supplies And Services In Response To Deepwater Horizon Incident.,"Houma, Louisiana, United States",Houma,Louisiana,Award,Delivery Order,"Culpeper, Virginia, United States",Culpeper,Virginia,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 754,Department Of Homeland Security,U.S. Coast Guard,2012,2012,"22,085.00",,Emergency Management Services,,6/22/2010,6/22/2010,8/1/2010,"22,085.00","22,085.00",Not Competed,Urgency,No,Time and Materials,Not A Manufactured End Product,,Supplemental Agreement For Work Within Scope,Oil Spill Response,Modification To Add Additional Supplies And Services In Response To Deepwater Horizon Incident.,"Houma, Louisiana, United States",Houma,Louisiana,Award,Delivery Order,"Culpeper, Virginia, United States",Culpeper,Virginia,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 755,Department Of Homeland Security,U.S. Coast Guard,2012,2012,"787,101.00",,Emergency Management Services,,5/27/2010,5/27/2010,8/1/2010,"787,101.00","787,101.00",Not Competed,Urgency,No,Time and Materials,Not A Manufactured End Product,,Supplemental Agreement For Work Within Scope,Oil Spill Response,Modification To Add Additional Supplies And Services In Response To Deepwater Horizon Incident.,"Houma, Louisiana, United States",Houma,Louisiana,Award,Delivery Order,"Culpeper, Virginia, United States",Culpeper,Virginia,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 468,Department Of The Interior,U.S. Fish And Wildlife Service,2012,2012,"-28,756.00",,Encore D'iberville Hotel,,7/24/2010,7/10/2010,7/10/2010,"-28,756.00","-28,756.00",Not Competed,Urgency,Yes,Fixed Price,Not A Manufactured End Product,,Change Order,Lodging - Hotel/motel,Sleeping Rooms For Personnel Supporting The Deep Horizon Oil Spill,"Diberville, Mississippi, United States",Diberville,Mississippi,Award,Purchase Order,"Diberville, Mississippi, United States",Diberville,Mississippi,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 469,Department Of The Interior,U.S. Fish And Wildlife Service,2012,2012,"43,687.00",,Encore D'iberville Hotel,,7/3/2010,6/14/2010,8/31/2010,"43,687.00","43,687.00",Not Competed,Urgency,Yes,Fixed Price,Not A Manufactured End Product,,,Lodging - Hotel/motel,Hotel Rooms In Support Of Spill,"Diberville, Mississippi, United States",Diberville,Mississippi,Award,Purchase Order,"Diberville, Mississippi, United States",Diberville,Mississippi,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 470,Department Of The Interior,U.S. Fish And Wildlife Service,2012,2012,"2,326.00",,Encore D'iberville Hotel,,9/22/2010,9/22/2010,7/30/2010,"2,326.00","2,326.00",Not Competed,Urgency,Yes,Fixed Price,Not A Manufactured End Product,,Change Order,Lodging - Hotel/motel,Hotel Rooms For Oil Spill Responders,"Diberville, Mississippi, United States",Diberville,Mississippi,Award,Purchase Order,"Diberville, Mississippi, United States",Diberville,Mississippi,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 463,Department Of The Interior,U.S. Fish And Wildlife Service,2012,2012,"-2,359.00",,Encore Sf North,,12/6/2010,12/6/2010,9/20/2010,"-2,359.00","-2,359.00",Not Competed,Urgency,No,Fixed Price,Not A Manufactured End Product,,Funding Only Action,Lodging - Hotel/motel,Deobligate Remaining Funds,"Spanish Fort, Alabama, United States",Spanish Fort,Alabama,Award,Purchase Order,"Spanish Fort, Alabama, United States",Spanish Fort,Alabama,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 464,Department Of The Interior,U.S. Fish And Wildlife Service,2012,2012,"-15,510.00",,Encore Sf North,,9/21/2010,9/21/2010,9/20/2010,"-15,510.00","-15,510.00",Not Competed,Urgency,Yes,Fixed Price,Not A Manufactured End Product,,Terminate For Convenience,Lodging - Hotel/motel,Cancel The Remaining Block Sleeping Rooms For Oil Spill Responders,"Spanish Fort, Alabama, United States",Spanish Fort,Alabama,Award,Purchase Order,"Spanish Fort, Alabama, United States",Spanish Fort,Alabama,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 465,Department Of The Interior,U.S. Fish And Wildlife Service,2012,2012,"49,050.00",,Encore Sf North,,8/24/2010,8/24/2010,9/30/2010,"49,050.00","49,050.00",Not Competed,Urgency,No,Fixed Price,Not A Manufactured End Product,,Change Order,Lodging - Hotel/motel,Sleeping Rooms To Accomodate Personnel Supporting The Deep Horizon Oil Spill,"Spanish Fort, Alabama, United States",Spanish Fort,Alabama,Award,Purchase Order,"Spanish Fort, Alabama, United States",Spanish Fort,Alabama,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 466,Department Of The Interior,U.S. Fish And Wildlife Service,2012,2012,"76,845.00",,Encore Sf North,,7/5/2010,7/5/2010,8/31/2010,"76,845.00","76,845.00",Not Competed,Urgency,No,Fixed Price,Not A Manufactured End Product,,Change Order,Lodging - Hotel/motel,Sleeping Rooms To Accomodate Personnel Supporting The Deep Horizon Oil Spill.,"Spanish Fort, Alabama, United States",Spanish Fort,Alabama,Award,Purchase Order,"Spanish Fort, Alabama, United States",Spanish Fort,Alabama,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 467,Department Of The Interior,U.S. Fish And Wildlife Service,2012,2012,"83,754.00",,Encore Sf North,,5/14/2010,5/14/2010,7/15/2010,"83,754.00","83,754.00",Not Competed,Urgency,Yes,Fixed Price,Not A Manufactured End Product,,,Lodging - Hotel/motel,Sleeping Rooms For Oil Spill Responders,"Spanish Fort, Alabama, United States",Spanish Fort,Alabama,Award,Purchase Order,"Spanish Fort, Alabama, United States",Spanish Fort,Alabama,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 339,Department Of The Interior,U.S. Fish And Wildlife Service,2012,2012,"98,100.00",,Encore Sf North,,8/24/2010,8/24/2010,9/30/2010,"98,100.00","98,100.00",Not Competed,Urgency,No,Fixed Price,Not A Manufactured End Product,,Change Order,Lodging - Hotel/motel,Sleeping Rooms To Accomodate Personnel Supporting The Deep Horizon Oil Spill,"Spanish Fort, Alabama, United States",Spanish Fort,Alabama,Award,Purchase Order,"Spanish Fort, Alabama, United States",Spanish Fort,Alabama,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 340,Department Of The Interior,U.S. Fish And Wildlife Service,2012,2012,"73,484.00",,Encore Sf North,,7/23/2010,7/23/2010,8/31/2010,"73,484.00","73,484.00",Not Competed,Urgency,No,Fixed Price,Not A Manufactured End Product,,Change Order,Lodging - Hotel/motel,Sleeping Rooms And Meeting Room To Accomodate Personnel In Support Of The Deep Horizon Oil Spill.,"Spanish Fort, Alabama, United States",Spanish Fort,Alabama,Award,Purchase Order,"Spanish Fort, Alabama, United States",Spanish Fort,Alabama,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 341,Department Of The Interior,U.S. Fish And Wildlife Service,2012,2012,"28,200.00",,Encore Sf North,,5/16/2010,5/16/2010,6/15/2010,"28,200.00","28,200.00",Not Competed,Urgency,Yes,Fixed Price,Not A Manufactured End Product,,,Lodging - Hotel/motel,Hotel Rooms For Oil Spill Responders,"Spanish Fort, Alabama, United States",Spanish Fort,Alabama,Award,Purchase Order,"Spanish Fort, Alabama, United States",Spanish Fort,Alabama,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 342,Department Of The Interior,U.S. Fish And Wildlife Service,2012,2012,"85,681.00",,Encore Sf North,,7/5/2010,7/5/2010,8/31/2010,"85,681.00","85,681.00",Not Competed,Urgency,No,Fixed Price,Not A Manufactured End Product,,Change Order,Lodging - Hotel/motel,Sleeping Rooms And Meeting Room To Accomodate Personnel In Support Of The Deep Horizon Oil Spill.,"Spanish Fort, Alabama, United States",Spanish Fort,Alabama,Award,Purchase Order,"Spanish Fort, Alabama, United States",Spanish Fort,Alabama,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 343,Department Of The Interior,U.S. Fish And Wildlife Service,2012,2012,"64,954.00",,Encore Sf North,,6/3/2010,6/3/2010,7/15/2010,"64,954.00","64,954.00",Not Competed,Urgency,Yes,Fixed Price,Not A Manufactured End Product,,Change Order,Lodging - Hotel/motel,Extend And Add The Number Of Sleeping Rooms.,"Spanish Fort, Alabama, United States",Spanish Fort,Alabama,Award,Purchase Order,"Spanish Fort, Alabama, United States",Spanish Fort,Alabama,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 344,Department Of The Interior,U.S. Fish And Wildlife Service,2012,2012,"-33,821.60",,Encore Sf North,,9/28/2010,9/28/2010,9/22/2010,"-33,821.60","-33,821.60",Not Competed,Urgency,Yes,Fixed Price,Not A Manufactured End Product,,Terminate For Convenience,Lodging - Hotel/motel,Cancel Sleeping Rooms Effective 9/22/10,"Spanish Fort, Alabama, United States",Spanish Fort,Alabama,Award,Purchase Order,"Spanish Fort, Alabama, United States",Spanish Fort,Alabama,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 179,Department Of The Interior,Geological Survey,2012,2012,"61,047.54",,Engenius Consulting Group,,5/27/2010,5/27/2010,8/7/2010,"61,047.54","61,047.54",Full And Open Competition After Exclusion Of Sources,,No,Fixed Price,Not A Manufactured End Product,,Funding Only Action,Other Adp & Telecommunications Svcs,Help Desck On Call Support Services For Oil Spill.,"Denver, Colorado, United States",Denver,Colorado,Award,Definitive Contract,"Duluth, Georgia, United States",Duluth,Georgia,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No
Contract ID n. 240,Department Of The Interior,National Park Service,2012,2012,"209,600.00",,Engineering Environmental Management,,7/24/2012,9/2/2012,9/1/2013,"209,600.00","209,600.00",Full And Open Competition,,No,Fixed Price,Not A Manufactured End Product,,,Special Studies/analysis- Other,Review Of Oil Spill Response Activities,"Englewood, Colorado, United States",Englewood,Colorado,Award,Delivery Order,"Englewood, Colorado, United States",Englewood,Colorado,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 7,Department Of The Treasury,Bureau Of The Fiscal Service,2012,2012,"-31,575.88",BP Deepwater,Engineering Services Group,,2/20/2013,2/20/2013,2/20/2013,"-31,575.88","-31,575.88",Full And Open Competition,,No,Labor Hours,Not A Manufactured End Product,,Close Out,Support- Professional: Engineering/technical,Bp Deepwater.  Blowout Preventer (bop) Failure Analysis,"Kingwood, Texas, United States",Kingwood,Texas,Award,Definitive Contract,"Humble, Texas, United States",Humble,Texas,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 8,Department Of The Treasury,Bureau Of The Fiscal Service,2012,2012,"446,480.00",BP Deepwater,Engineering Services Group,,9/29/2010,9/30/2010,3/31/2011,"446,480.00","446,480.00",Full And Open Competition,,No,Labor Hours,Not A Manufactured End Product,,,Engineering And Technical Services,Bp Deepwater.  Blowout Preventer (bop) Failure Analysis,"Kingwood, Texas, United States",Kingwood,Texas,Award,Definitive Contract,"Humble, Texas, United States",Humble,Texas,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 9,Department Of The Treasury,Bureau Of The Fiscal Service,2012,2012,"-270,000.00",BP Deepwater,Engineering Services Group,,9/19/2012,9/19/2012,9/30/2012,"-270,000.00","-270,000.00",Full And Open Competition,,No,Labor Hours,Not A Manufactured End Product,,Funding Only Action,Support- Professional: Engineering/technical,Bp Deepwater.  Blowout Preventer (bop) Failure Analysis,"Kingwood, Texas, United States",Kingwood,Texas,Award,Definitive Contract,"Humble, Texas, United States",Humble,Texas,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 10,Department Of The Treasury,Bureau Of The Fiscal Service,2012,2012,"369,580.00",BP Deepwater,Engineering Services Group,,3/19/2012,3/16/2012,9/30/2012,"369,580.00","369,580.00",Full And Open Competition,,No,Labor Hours,Not A Manufactured End Product,,Supplemental Agreement For Work Within Scope,Support- Professional: Engineering/technical,"Critical Functions
Bp Deepwater.  Blowout Preventer (bop) Failure Analysis","Kingwood, Texas, United States",Kingwood,Texas,Award,Definitive Contract,"Humble, Texas, United States",Humble,Texas,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 11,Department Of The Treasury,Bureau Of The Fiscal Service,2012,2012,"50,000.00",BP Deepwater,Engineering Services Group,,1/25/2012,1/25/2012,3/31/2012,"50,000.00","50,000.00",Full And Open Competition,,No,Labor Hours,Not A Manufactured End Product,,Funding Only Action,Support- Professional: Engineering/technical,Bp Deepwater.  Blowout Preventer (bop) Failure Analysis,"Kingwood, Texas, United States",Kingwood,Texas,Award,Definitive Contract,"Humble, Texas, United States",Humble,Texas,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 12,Department Of The Treasury,Bureau Of The Fiscal Service,2012,2012,"121,520.00",BP Deepwater,Engineering Services Group,,3/7/2012,3/7/2012,3/31/2012,"121,520.00","121,520.00",Full And Open Competition,,No,Labor Hours,Not A Manufactured End Product,,Funding Only Action,Support- Professional: Engineering/technical,Bp Deepwater.  Blowout Preventer (bop) Failure Analysis,"Kingwood, Texas, United States",Kingwood,Texas,Award,Definitive Contract,"Humble, Texas, United States",Humble,Texas,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 13,Department Of The Treasury,Bureau Of The Fiscal Service,2012,2012,"20,000.00",BP Deepwater,Engineering Services Group,,12/23/2011,12/23/2011,3/31/2012,"20,000.00","20,000.00",Full And Open Competition,,No,Labor Hours,Not A Manufactured End Product,,Funding Only Action,Support- Professional: Engineering/technical,Bp Deepwater.  Blowout Preventer (bop) Failure Analysis,"Kingwood, Texas, United States",Kingwood,Texas,Award,Definitive Contract,"Humble, Texas, United States",Humble,Texas,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 21,Department Of The Treasury,Bureau Of The Fiscal Service,2012,2012,"3,200.00",BP Deepwater,Engineering Services Group,,4/2/2013,4/2/2013,9/30/2012,"3,200.00","3,200.00",Full And Open Competition,,No,Labor Hours,Not A Manufactured End Product,,Funding Only Action,Support- Professional: Engineering/technical,Bp Deepwater.  Blowout Preventer (bop) Failure Analysis,"Kingwood, Texas, United States",Kingwood,Texas,Award,Definitive Contract,"Humble, Texas, United States",Humble,Texas,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 1423,Chemical Safety And Hazard Investigation Board,Chemical Safety And Hazard Investigation Board,2012,2012,"11,100.00",,Engineering Services Group,,4/5/2012,4/5/2012,4/8/2013,"11,100.00","11,100.00",Not Competed Under Sap,Sap Non-competition,No,Labor Hours,Not A Manufactured End Product,,,Support- Professional: Engineering/technical,To Obtain Technical Expert Service In Transocean Subpoena Enforcement Litigation.,"Kingwood, Texas, United States",Kingwood,Texas,Award,Purchase Order,"Humble, Texas, United States",Humble,Texas,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 533,Department Of The Interior,U.S. Fish And Wildlife Service,2012,2012,"2,764.00",,Entergy Arkansas,,7/12/2010,7/12/2010,9/30/2010,"2,764.00","2,764.00",Not Available For Competition,Utilities Far 41.2,No,Fixed Price,Not A Manufactured End Product,,,Electric Services,Electricity,"Dardanelle, Arkansas, United States",Dardanelle,Arkansas,Award,Purchase Order,"Little Rock, Arkansas, United States",Little Rock,Arkansas,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 964,Department Of Defense,Department Of The Army,2012,2012,"13,275.00",,Enterprise Leasing - Southeast,,6/24/2010,6/24/2010,7/1/2010,"13,275.00","13,275.00",Not Competed,Urgency,No,Fixed Price,Not A Manufactured End Product,,,Lodging - Hotel/motel,Rent A Car,"Pineville, Louisiana, United States",Pineville,Louisiana,Award,Purchase Order,"Fayetteville, North Carolina, United States",Fayetteville,North Carolina,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 792,Environmental Protection Agency,Environmental Protection Agency,2012,2012,"104,800.00",,Environmental Protection Agency,,6/11/2010,6/11/2010,6/13/2010,"104,800.00","104,800.00",Not Competed,Urgency,No,Fixed Price,U.S.,Contracts to support unusual or compelling needs,,Haz. Mat. Spill Cntnmnt. & Clean-up,Oil Containment Boom,"Gulf Breeze, Florida, United States",Gulf Breeze,Florida,Award,Purchase Order,"Washington, District Of Columbia, United States",Washington,District Of Columbia,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
