ID,Date,Month,Narration,Actual or Attempted Attack?,Type of Attack,Status of Vessel,Name of Vessel(s),Type of Vessel(s),Category of Vessel(s),Flag of Vessel,Gross register tonnage,IMO,"Time  (local, unless specified)",Coordinates,Area,Location of Incident,Country of Incident,Year,Ref,*DELETE Name of Ship SPLITType/Flag/Grt/ SPLITIMO Number,Position
Selma - 14/02/2013,14/02/2013,February,"Robbers boarded an anchored ship via the anchor chain after breaking the locks on the hawse-pipe cover. They broke into the forepeak store, stole ship’s stores and escaped unnoticed.",Actual Attack,Boarded,Anchored,Selma,Container,Cargo,Antigua and Barbuda,14619,9057159,23:40,"N20°37'25"",E106°51'82""",Far East,Vietnam,Vietnam,2013,3,Selma SPLITContainer SPLITAntigua and Barbuda SPLIT14619 SPLIT9057159,"20:37.25N – SPLIT106:51.82E, SPLITHaiphong SPLITAnchorage, SPLITVietnam"
Senna 3 - 22/10/2013,22/10/2013,October,Seven robbers armed with knives boarded an anchored tanker. They forced open the forward store and stole ship’s property. Duty crew on watch noticed the robbers and raised the alarm. The robbers threatened the crew with knives and then jumped overboard and escaped. Port Authorities were informed.,Actual Attack,Boarded,Anchored,Senna 3,LPG Tanker,Tanker,Thailand,3499,9179270,22:15,"N22°49'8"",E070°06'3""",Indian Sub Continent,"Kandla, India",India,2013,19,Senna 3 SPLITLPG Tanker SPLITThailand SPLIT3499 SPLIT9179270,"22:49.8N – SPLIT070:06.3E, SPLITKandla SPLITAnchorage, SPLITIndia"
Senna Jumbo - 20/06/2013,20/06/2013,June,"Five robbers armed with knives boarded an anchored tanker. Of these two robbers entered the engine room while the remaining tried to break into the provision stores. On seeing the mess man entering the provision store area one robber caught him and threatened him with a knife while the others escaped. Alarm sounded and on investigating, it was found that engine spares were stolen. All crew safe.",Actual Attack,Boarded,Anchored,Senna Jumbo,LPG Tanker,Tanker,Thailand,42286,9006679,05:30,"N01°09'3"",E103°38'4""",South Asia (Excluding Malacca Straits),"Nipah, Indonesia",Indonesia,2013,52,Senna Jumbo SPLITLPG Tanker SPLITThailand SPLIT42286 SPLIT9006679,"01:09.3N – SPLIT103:38.4E, SPLITNipah Transit SPLITAnchorage, SPLITIndonesia"
Sentek 23 - 25/09/2014,25/09/2014,September,"Ten robbers armed with guns, machetes and long knives approached an anchored bunkering tanker. Seven robbers boarded the tanker, took hostage all crewmembers, tied them up, ransacked crew cabins and stole their personal belongings. They also stole the ship’s safety deposit box and ship’s properties before escaping with their accomplices waiting in their boat.",Actual Attack,Boarded,Anchored,Sentek 23,Bunkering Tanker,Tanker,Singapore,1602,9601003,05:30,"N01°24'21"",E104°35'46""",South Asia (Excluding Malacca Straits),"Bintan Island, Indonesia",Indonesia,2014,90,Sentek 23 Bunkering Tanker Singapore 1602 9601003,"01:24.21N – 104:35.46E, Around 10nm North of Bintan Island, Indonesia"
Sentosa River - 12/06/2013,12/06/2013,June,Alert crew on board the tanker noticed one robber on the forecastle and raised the alarm resulting in the robber escaping. Investigation revealed forecastle store padlock broken but nothing stolen. Authorities informed.,Actual Attack,Boarded,Anchored,Sentosa River,Tanker,Tanker,Singapore,59258,9392822,23:45,"S01°05',E117°14'",South Asia (Excluding Malacca Straits),"Balikpapan, Indonesia",Indonesia,2013,45,Sentosa River SPLITTanker SPLITSingapore SPLIT59258 SPLIT9392822,"01:05S – SPLIT117:14E, SPLITSenipah Tanker SPLITAnchorage, SPLITOff Balikpapan, SPLITIndonesia"
"SG Victory, Chan - 20/02/2014",20/02/2014,February,"A tug towing a general cargo ship underway noticed five fishing boats approaching the general cargo ship. Two fishing boats came alongside and pirates boarded the ship and were seen lowering the ship’s property and stores. At the time of the incident, the ship undertow was unmanned, as it was underway for scrap.",Actual Attack,Boarded,Steaming,"SG Victory, Chan","Tug, General Cargo","Tug, Cargo",Singapore,"261, 7949","9491276, 8811948",11:40,"N21°00',E091°37'",Indian Sub Continent,Bangladesh,Bangladesh,2014,3,SG Victory Tug Singapore 261 9491276  Chan General Cargo - 7949 8811948,"21:00N – 091:37E, Around 25nm off Coastline, Bangladesh"
Shahe Faize Noori - 05/06/2013,05/06/2013,June,A dhow was reported hijacked and 14 crewmembers taken hostage. Later the pirates left the dhow for unknown reasons and released the dhow.  The crew and dhow are reported to be safe and proceeding to a safe port.,Actual Attack,Hijacked,Steaming,Shahe Faize Noori,Dhow,Dhow,India,764,,05:30 UTC,"N11°36',E049°15'",Africa (Gulf of Aden / Red Sea),"Bosaso, Somalia",Somalia,2013,1,Shahe Faize Noori SPLITDhow SPLITIndia SPLIT764 SPLIT-,"11:36N – SPLIT049:15E, SPLITAround 20nm SPLITNorth of Bosasso, SPLITGulf of Aden"
Shamrock - 16/04/2013,16/04/2013,April,"OOW observed a boat with several persons manoeuvring near the ship. Two watchmen were sent to check and they observed the ship for some time and then while returning heard noises from the aft part of the ship. When watchmen went closer to investigate they saw few robbers near the paint locker. They informed OOW who raised alarm and all the robbers jumped overboard and escaped in their boat. Upon investigation it was found that the paint locker, CO2 station, oxygen locker and engine compartment doors were open and stores stolen. Port control and agent contacted.",Actual Attack,Boarded,Anchored,Shamrock,Ro-Ro,Cargo,Barbados,4654,9208435,05:00,"N10°22',W075°33'",Americas,"Cartagena, Colombia",Colombia,2013,8,Shamrock SPLITRo-Ro SPLITBarbados SPLIT4654 SPLIT9208435,"10:22N – SPLIT075:33W, SPLITCartagena Inner SPLITAnchorage, SPLITColombia"
Shanghai - 20/10/2013,20/10/2013,October,"Three robbers boarded an anchored tanker, stole ship’s stores and escaped when spotted by the duty crew.",Actual Attack,Boarded,Anchored,Shanghai,Tanker,Tanker,Liberia,80637,9118458,06:30,"N17°36'1"",E083°26'2""",Indian Sub Continent,"Visakhapatnam, India",India,2013,18,Shanghai SPLITTanker SPLITLiberia SPLIT80637 SPLIT9118458,"17:36.1N – SPLIT083:26.2E, SPLITVisakhapatnam SPLITAnchorage, SPLITIndia"
Sher-E-Punjab - 03/04/2013,03/04/2013,April,"Two robbers armed with a gun and knives boarded the ship from the forecastle and took hostage the duty crew at knifepoint. D/O called him on walkie-talkie but did not receive any response. Another crew was sent immediately from the stern to check the forward part. When he arrived, the duty crew was found tied-up.  The D/O was alerted and he raised the alarm. Two speedboats were seen departing from the vessel.  All crew mustered and went forward to investigate. It was found ship’s stores had been stolen from the forward store.",Actual Attack,Boarded,Anchored,Sher-E-Punjab,Bulk Carrier,Cargo,Liberia,43753,9523495,03:30,"S01°43',E116°39'",South Asia (Excluding Malacca Straits),"Adang Bay, Indonesia",Indonesia,2013,28,Sher-E-Punjab SPLITBulk Carrier SPLITLiberia SPLIT43753 SPLIT9523495,"01:43S – SPLIT116:39E, SPLITAdang Bay SPLITAnchorage, SPLITIndonesia"
Siberian Express - 27/03/2013,27/03/2013,March,"Robbers boarded the ship, stole ship’s stores from the bosun store at forecastle, and escaped.  The theft was discovered after the robbers had left the ship.",Actual Attack,Boarded,Anchored,Siberian Express,Bulk Carrier,Cargo,Gibraltar,51209,9498717,15:30,"N03°56',E098°47'",South Asia (Excluding Malacca Straits),"Belawan, Indonesia",Indonesia,2013,25,Siberian Express SPLITBulk Carrier SPLITGibraltar SPLIT51209 SPLIT9498717,"03:56N – SPLIT098:47E, Belawan SPLITAnchorage, SPLITIndonesia"
Sinar Biak - 10/01/2014,10/01/2014,January,Robbers boarded the berthed ship unnoticed and stole engine spares. The theft was noticed by the 3/E when the ship departed from the port.,Actual Attack,Boarded,Berthed,Sinar Biak,Container,Cargo,Panama,15184,9101560,,"S06°06'24"",E106°53'45""",South Asia (Excluding Malacca Straits),"Jakarta, Indonesia",Indonesia,2014,6,Sinar Biak Container Panama 15184 9101560,"06:06.24S – 106:53.45E, Jakarta Container Terminal, Indonesia"
Singapore River - 19/04/2013,19/04/2013,April,"Four robbers armed with knives boarded an anchored tanker from the poop deck. The robbers took one crew as hostage and began stealing ship’s stores. On completion, the robbers released the hostage and escaped with the stolen items. All crew safe. Port Authority was informed.",Actual Attack,Boarded,Anchored,Singapore River,Tanker,Tanker,Singapore,59258,9402263,02:50,"N01°41',E101°30'",South Asia (Excluding Malacca Straits),"Dumai, Indonesia",Indonesia,2013,32,Singapore River SPLITTanker SPLITSingapore SPLIT59258 SPLIT9402263,"01:41N – SPLIT101:30E, SPLITDumai SPLITAnchorage, SPLITIndonesia"
Siva Mumbai - 22/01/2013,22/01/2013,January,"Robbers boarded an anchored tanker, stole engine spares and escaped unnoticed. The theft was discovered after departure from the port during maintenance work for generator engine. Some footprints were discovered on the floor.",Actual Attack,Boarded,Anchored,Siva Mumbai,Chemical Tanker,Tanker,Hong Kong,19968,9565637,02:00,"N01°42'3"",E101°29'2""",South Asia (Excluding Malacca Straits),"Dumai, Indonesia",Indonesia,2013,5,Siva Mumbai SPLITChemical Tanker SPLITHong Kong SPLIT19968 SPLIT9565637,"01:42.3N – SPLIT101:29.2E, Dumai SPLITInner Anchorage, SPLITIndonesia"
Skandi Singapore - 11/08/2014,11/08/2014,August,"Three robbers boarded an anchored vessel. Alert crew noticed the robbers on deck and on the forecastle and raised the alarm. Seeing the alerted crew the robbers escaped. On leaving the vessel, the robbers approached another vessel. Port Authorities notified and a broadcast on VHF Ch. 16 notified all ships in the vicinity. All crew safe and nothing stolen from the vessel.",Actual Attack,Boarded,Anchored,Skandi Singapore,Offshore Support Vessel,Support Vessel,Norway,7386,9429857,22:20,"Pointe Noire, Republic of the Congo",Africa (Excluding Somalia / Gulf of Aden / Red Sea),"Pointe Noire, Republic of the Congo",Republic of the Congo,2014,18,Skandi Singapore Offshore Support Vessel Norway 7386 9429857,"Pointe Noire Anchorage, The Congo"
SKS Darent - 21/04/2014,21/04/2014,April,"Robbers boarded an anchored tanker, stole ship’s property and escaped unnoticed.  The robbery was noticed by duty watchman on routine rounds.",Actual Attack,Boarded,Anchored,SKS Darent,Product Tanker,Tanker,Bahamas,65830,9461843,03:00,"N01°24'4"",E104°34'8""",South Asia (Excluding Malacca Straits),"Bintan Island, Indonesia",Indonesia,2014,31,SKS Darent Product Tanker Bahamas 65830 9461843,"01:24.4N – 104:34.8E, 11nm North of Pulau Bintan, Indonesia"
SKS Donggang - 07/10/2013,07/10/2013,October,A tanker was boarded while performing a STS operation by four robbers armed with knives while one remained in a boat. A different group of robbers were discovered on board the other STS tanker and alarm was raised. The robbers escaped when they were spotted by the crew.,Actual Attack,Boarded,Anchored,SKS Donggang,Product Tanker,Tanker,Bahamas,65830,9461855,03:42,"Karimun, Indonesia",South Asia (Excluding Malacca Straits),"Karimun, Indonesia",Indonesia,2013,83,SKS Donggang SPLITProduct Tanker SPLITBahamas SPLIT65830 SPLIT9461855,"Karimun SPLITTranshipment SPLITAnchorage, SPLITIndonesia"
SN Federica - 20/04/2014,20/04/2014,April,Two robbers in a small craft approached and boarded an anchored tanker. Duty A/B on routine rounds noticed the robbers and informed the OOW who raised the alarm. All crew mustered and a search carried out. Ship’s engine spares reported missing.  Incident reported to MPA Singapore.,Actual Attack,Boarded,Anchored,SN Federica,Product Tanker,Tanker,Italy,40763,9256248,03:07,"N01°26',E104°38'",South Asia (Excluding Malacca Straits),"Bintan Island, Indonesia",Indonesia,2014,30,SN Federica Product Tanker Italy 40763 9256248,"01:26N – 104:38E, Around 12nm NNE of Pulau Bintan, Indonesia"
SP Atlanta - 12/08/2013,12/08/2013,August,"About 11 pirates armed with guns boarded and hijacked the tanker at anchor. They stole crew personal belongings and caused minor injuries to crewmembers. On 13.08.2013, the tanker was released and arrived at Lagos anchorage.",Actual Attack,Hijacked,Anchored,SP Atlanta,Chemical Tanker,Tanker,Marshall Islands,5256,9498951,03:30,"N06°19',E003°27'",Africa (Excluding Somalia / Gulf of Aden / Red Sea),"Lagos, Nigeria",Nigeria,2013,35,SP Atlanta SPLITChemical Tanker SPLITMarshall Islands SPLIT5256 SPLIT9498951,"06:19N – SPLIT003:27E, SPLITLagos SPLITAnchorage, SPLITNigeria"
SP Berlin - 09/03/2014,09/03/2014,March,"Three robbers armed with knives boarded an anchored tanker. D/O spotted the robbers stealing ship’s stores and raised the alarm resulting in the crewmembers proceeding to the location. Seeing the alert crew, the robbers jumped overboard with the stolen stores and escaped. Master reported the incident to Port Control.",Actual Attack,Boarded,Anchored,SP Berlin,Product Tanker,Tanker,Marshall Islands,4535,9387152,01:35,"N09°56',E076°09'",Indian Sub Continent,"Kochi, India",India,2014,6,SP Berlin Product Tanker Marshall Islands 4535 9387152,"09:56N – 076:09E, Kochi Anchorage, India"
SP Boston - 27/08/2014,27/08/2014,August,"Twelve armed pirates with guns boarded the drifting tanker. They took hostage all crewmembers, stole ship’s cash, crew cash and personal effects and escaped. Before leaving the tanker, the pirates destroyed the navigation equipment and stole ship's properties. Crew and tanker are safe.",Actual Attack,Boarded,Steaming,SP Boston,Tanker,Tanker,Marshall Islands,4599,9471173,21:15,"N04°43'2"",W003°30'2""",Africa (Excluding Somalia / Gulf of Aden / Red Sea),"Abidjan, Ivory Coast",Ivory Coast,2014,22,SP Boston Tanker Marshall Islands 4599 9471173,"04:43.2N – 003:30.2W, Around 46nm SE of Abidjan Coast, Ivory Coast"
SP Brussels - 29/04/2014,29/04/2014,April,"Two armed pirates boarded the tanker. As the crew retreated into the citadel, the onboard-armed team fired at the pirates. Most of the crew including the guards managed to retreat into the citadel. Head count in the citadel indicated two crew missing. When the guards and crew emerged from the citadel they found the C/E killed and the 3/O injureds. The tanker headed towards Lagos.",Actual Attack,Boarded,Steaming,SP Brussels,Product Tanker,Tanker,Marshall Islands,4535,9387164,19:31,"N04°56',E004°49'",Africa (Excluding Somalia / Gulf of Aden / Red Sea),"Bayelsa, Nigeria",Nigeria,2014,11,SP Brussels Product Tanker Marshall Islands 4535 9387164,"04:56N – 004:49E, Around 35nm West of Bayelsa Province Coast, Nigeria"
Spar Libra - 03/06/2013,03/06/2013,June,Two robbers boarded an anchored ship using a hook attached to a rope and attempted to enter the forecastle store. Alert duty crew noticed the robbers and raised the alarm resulting in the robbers escaping empty handed. Port control informed.,Actual Attack,Boarded,Anchored,Spar Libra,Bulk Carrier,Cargo,Norway,32474,9328534,03:45,"S01°10'7"",E117°15'9""",South Asia (Excluding Malacca Straits),"Samarinda, Indonesia",Indonesia,2013,41,Spar Libra SPLITBulk Carrier SPLITNorway SPLIT32474 SPLIT9328534,"01:10.7S – SPLIT117:15.9E, SPLITMuara Jawa SPLITAnchorage, SPLITSamarinda, SPLITIndonesia"
Spyros K - 14/04/2014,14/04/2014,April,"Seven pirates in a white-blue coloured skiff armed with an RPG approached the tanker underway. Master raised alarm, sounded ship’s whistle, activated fire hoses and fired two parachute rockets. The armed security team noticed a ladder on the skiff. They showed their weapons resulting in the skiff aborting the approach and moving away.",Attempted Attack,Attempted,Steaming,Spyros K,Tanker,Tanker,Liberia,81314,9565948,12:30 UTC,"N12°25',E043°43'",Africa (Gulf of Aden / Red Sea),Gulf of Aden,Gulf of Aden,2014,5,Spyros K Tanker Liberia 81314 9565948,"12:25N – 043:43E, Gulf of Aden"
Sri Phang-Nga - 17/04/2014,17/04/2014,April,"Around 16-armed pirates boarded and hijacked the tanker. They stole part of the fuel oil cargo by transferring it into a smaller unknown vessel. Before escaping, the pirates stole crew and ship's properties and damaged the ship's communication equipment. Master and crew managed to repair the damage and proceeded to a safe port.",Actual Attack,Hijacked,Steaming,Sri Phang-Nga,Product Tanker,Tanker,Thailand,929,8712257,20:10,"N01°59'8"",E104°25'4""",South Asia (Excluding Malacca Straits),"Pulau Aur, Malaysia",Malaysia,2014,28,Sri Phang-Nga Product Tanker Thailand 929 8712257,"01:59.8N – 104:25.4E, 26nm SSW of Pulau Aur, Malaysia"
St. Michaelis - 04/08/2013,04/08/2013,August,"Seven robbers in a wooden boat boarded an anchored tanker using a rope and hook. The crew who raised the alarm and contacted the Coast Guard spotted them. Seeing the alerted crew, the robbers escaped with stolen stores. A coast guard boat ship’s arrived at location and searched the area.",Actual Attack,Boarded,Anchored,St. Michaelis,Product Tanker,Tanker,Hong Kong,30068,9304588,02:00,"N22°11',E091°40'",Indian Sub Continent,"Chittagong, Bangladesh",Bangladesh,2013,15,St. Michaelis SPLITProduct Tanker SPLITHong Kong SPLIT30068 SPLIT9304588,"22:11N – SPLIT091:40E, SPLITChittagong ‘B’ SPLITAnchorage, SPLITBangladesh"
